ESTIMATE_CODE,ESTIMATE TEXT,CATEGORY CODE,CATEGORY,DATATYPE CODE,DATATYPE
241_OR,"% of automotive body and related repairers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of automotive service technicians and mechanics; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of bus and truck mechanics and diesel engine specialists; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of mobile heavy equipment mechanics, except engines; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of control and valve installers and repairers, except mechanical door; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of industrial machinery mechanics; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of maintenance workers, machinery; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of maintenance and repair workers, general; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of helpers--installation, maintenance, and repair workers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of installation, maintenance, and repair workers, all other; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of first-line supervisors of production and operating workers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of electrical and electronic equipment assemblers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of team assemblers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of assemblers and fabricators, all other; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of bakers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of butchers and meat cutters; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of food batchmakers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of computer-controlled machine tool operators, metal and plastic; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of machinists; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of molding/coremaking/casting machine setters, operators, and tenders, metal and plastic; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of multiple machine tool setters, operators, and tenders, metal and plastic; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of printing press operators; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of inspectors, testers, sorters, samplers, and weighers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of packaging and filling machine operators and tenders; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of helpers--production workers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of driver/sales workers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of heavy and tractor-trailer truck drivers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of light truck or delivery services drivers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of industrial truck and tractor operators; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of laborers and freight, stock, and material movers, hand; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of machine feeders and offbearers; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
241_OR,"% of packers and packagers, hand; lifting/carrying > 20 lbs & <= 50 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"Percent of workers, lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of registered nurses; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of emergency medical technicians and paramedics; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of licensed practical and licensed vocational nurses; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of nursing assistants; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of first-line supervisors of police and detectives; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of food preparation workers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of combined food preparation and serving workers, including fast food; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of personal care aides; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of first-line supervisors of construction trades and extraction workers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of cement masons and concrete finishers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of construction laborers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of electricians; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of highway maintenance workers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of telecommunications equipment installers and repairers, except line installers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of bus and truck mechanics and diesel engine specialists; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of maintenance and repair workers, general; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of butchers and meat cutters; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of heavy and tractor-trailer truck drivers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of light truck or delivery services drivers; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of industrial truck and tractor operators; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
242_OR,"% of laborers and freight, stock, and material movers, hand; lifting/carrying > 50 lbs & <= 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
243_OR,"Percent of workers, lifting or carrying  > 100 lbs is required, seldom",24,Lifting or carrying: Seldom,1,Percentage
246_OR,"Percent of workers, lifting or carrying  >1 lb and less than or equal to 10 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"Percent of workers, lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of registered nurses; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of emergency medical technicians and paramedics; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of nursing assistants; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of cooks, institution and cafeteria; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of cooks, restaurant; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of food preparation workers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of combined food preparation and serving workers, including fast food; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of waiters and waitresses; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of dishwashers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of janitors and cleaners, except maids and housekeeping cleaners; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of maids and housekeeping cleaners; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of landscaping and groundskeeping workers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of personal care aides; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of first-line supervisors of retail sales workers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of cashiers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of retail salespersons; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of shipping, receiving, and traffic clerks; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of construction laborers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of industrial machinery mechanics; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of maintenance and repair workers, general; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of team assemblers; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of butchers and meat cutters; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
247_OR,"% of computer-controlled machine tool operators, metal and plastic; lifting/carrying > 10 lbs & <= 20 lbs is required, occasionally",25,Lifting or carrying: Occasionally,1,Percentage
